"job_id","job_title","company_name","location","experience_required_years","skills","salary_min_inr","salary_max_inr","employment_type","remote_option"
694,"Business Analyst","HCLTech","Pune",14,"SQL, Machine Learning, Tableau","762427.00","1070281.00","Full-time","Remote"
695,"ML Engineer","Capgemini","Kolkata",5,"Python, Java, Docker","1316969.00","1583167.00","Internship","Onsite"
696,"Backend Developer","TCS","Pune",12,"Kubernetes, Docker, Tableau","528860.00","910045.00","Full-time","Onsite"
697,"Backend Developer","HCLTech","Pune",3,"Power BI, Machine Learning, React","576209.00","700392.00","Internship","Onsite"
698,"Data Analyst","Tech Mahindra","Noida",2,"SQL, Node.js, Docker","975503.00","1262541.00","Full-time","Hybrid"
699,"Data Analyst","Flipkart","Chennai",1,"Tableau, Python, Power BI","804573.00","1201492.00","Full-time","Onsite"
700,"Frontend Developer","Tech Mahindra","Hyderabad",7,"Machine Learning, React, Java","973736.00","1271881.00","Contract","Remote"
701,"Data Scientist","Accenture","Pune",11,"Tableau, SQL, Azure","2298285.00","2598099.00","Full-time","Hybrid"
702,"Business Analyst","Tech Mahindra","Chennai",0,"SQL, Tableau, Java","549538.00","659965.00","Contract","Onsite"
703,"Software Engineer","HCLTech","Hyderabad",12,"Power BI, React, Python","1516505.00","1856745.00","Full-time","Remote"
704,"Cloud Engineer","Tech Mahindra","Kolkata",3,"Python, Kubernetes, Docker","1878720.00","2208405.00","Internship","Onsite"
705,"Cloud Engineer","Infosys","Kolkata",2,"Power BI, AWS, Machine Learning","981165.00","1262868.00","Contract","Hybrid"
706,"Data Analyst","Accenture","Noida",4,"Azure, Java, Power BI","676899.00","817816.00","Full-time","Onsite"
707,"Backend Developer","Tech Mahindra","Pune",6,"Node.js, SQL, AWS","1385514.00","1681520.00","Internship","Onsite"
708,"ML Engineer","Flipkart","Chennai",9,"Docker, Azure, SQL","2001247.00","2246580.00","Contract","Remote"
709,"Cloud Engineer","Capgemini","Noida",4,"Docker, Python, SQL","1964206.00","2331498.00","Full-time","Onsite"
710,"ML Engineer","Cognizant","Noida",8,"Machine Learning, Docker, AWS","1273102.00","1612500.00","Internship","Remote"
711,"DevOps Engineer","HCLTech","Delhi NCR",11,"AWS, React, Power BI","917127.00","1103596.00","Full-time","Hybrid"
712,"Business Analyst","Capgemini","Hyderabad",15,"Azure, Tableau, Node.js","1046486.00","1293335.00","Internship","Remote"
713,"Backend Developer","Infosys","Mumbai",15,"Tableau, Machine Learning, React","1309195.00","1446868.00","Contract","Remote"
714,"Data Scientist","HCLTech","Mumbai",2,"Power BI, Python, SQL","1521623.00","1919537.00","Full-time","Onsite"
715,"Frontend Developer","Zoho","Bangalore",6,"Kubernetes, Machine Learning, Docker","621623.00","766241.00","Internship","Hybrid"
716,"Data Scientist","Cognizant","Kolkata",9,"Azure, Tableau, Machine Learning","886437.00","1196545.00","Internship","Remote"
717,"Backend Developer","HCLTech","Delhi NCR",4,"Kubernetes, Java, Tableau","1277793.00","1592841.00","Contract","Onsite"
718,"DevOps Engineer","Cognizant","Hyderabad",8,"SQL, Node.js, Python","1184707.00","1514675.00","Internship","Remote"
719,"Business Analyst","Wipro","Noida",6,"Java, Azure, Power BI","634822.00","895603.00","Internship","Hybrid"
720,"ML Engineer","Capgemini","Kolkata",4,"AWS, Machine Learning, Azure","2130759.00","2338762.00","Internship","Onsite"
721,"Frontend Developer","Wipro","Hyderabad",13,"Machine Learning, SQL, Power BI","558708.00","935772.00","Full-time","Hybrid"
722,"Data Scientist","Accenture","Pune",9,"Python, Java, Docker","1472532.00","1646723.00","Contract","Hybrid"
723,"Cloud Engineer","Flipkart","Pune",12,"Java, Machine Learning, SQL","949235.00","1218249.00","Internship","Remote"
724,"Business Analyst","HCLTech","Bangalore",1,"Kubernetes, Power BI, SQL","608210.00","841541.00","Internship","Remote"
725,"ML Engineer","Flipkart","Kolkata",15,"Tableau, Docker, Power BI","2339623.00","2723876.00","Contract","Onsite"
726,"Software Engineer","Zoho","Kolkata",4,"Node.js, Machine Learning, SQL","1342644.00","1658688.00","Full-time","Remote"
727,"ML Engineer","Wipro","Noida",15,"Python, Azure, Node.js","1059731.00","1193057.00","Contract","Hybrid"
728,"Frontend Developer","TCS","Kolkata",14,"Power BI, Azure, Python","652567.00","859336.00","Full-time","Hybrid"
729,"DevOps Engineer","Accenture","Mumbai",9,"Power BI, Kubernetes, Tableau","1345991.00","1505763.00","Contract","Hybrid"
730,"Backend Developer","Flipkart","Mumbai",13,"Kubernetes, Python, SQL","708652.00","873760.00","Internship","Hybrid"
731,"DevOps Engineer","Cognizant","Noida",14,"Power BI, SQL, Tableau","972831.00","1323174.00","Contract","Remote"
732,"DevOps Engineer","Flipkart","Hyderabad",11,"Java, Tableau, Kubernetes","1233407.00","1480071.00","Contract","Onsite"
733,"Data Analyst","Capgemini","Mumbai",5,"Python, React, Azure","932713.00","1157897.00","Internship","Remote"
734,"Business Analyst","HCLTech","Noida",15,"Python, Machine Learning, SQL","551762.00","843962.00","Contract","Hybrid"
735,"ML Engineer","Cognizant","Delhi NCR",6,"Docker, Tableau, Node.js","1043226.00","1434196.00","Full-time","Onsite"
736,"Frontend Developer","Tech Mahindra","Noida",13,"Tableau, Java, Node.js","490650.00","837128.00","Contract","Onsite"
737,"Cybersecurity Analyst","Capgemini","Kolkata",11,"Python, Power BI, Azure","1623972.00","1922925.00","Internship","Hybrid"
738,"Cybersecurity Analyst","HCLTech","Mumbai",9,"Docker, Tableau, Power BI","1626759.00","1966228.00","Internship","Hybrid"
739,"Software Engineer","Tech Mahindra","Delhi NCR",2,"React, Power BI, Machine Learning","523451.00","718374.00","Internship","Onsite"
740,"Software Engineer","Capgemini","Chennai",14,"AWS, Docker, Node.js","1035497.00","1323519.00","Full-time","Onsite"
741,"ML Engineer","TCS","Mumbai",9,"Power BI, Python, Azure","1070620.00","1333437.00","Full-time","Remote"
742,"Business Analyst","HCLTech","Hyderabad",3,"React, SQL, Java","1047813.00","1239639.00","Internship","Hybrid"
743,"DevOps Engineer","Cognizant","Noida",11,"Java, AWS, Node.js","1633091.00","1848419.00","Full-time","Hybrid"
744,"Backend Developer","HCLTech","Pune",1,"Java, Docker, Kubernetes","545967.00","723257.00","Internship","Hybrid"
745,"DevOps Engineer","Cognizant","Chennai",2,"Tableau, React, Power BI","1256987.00","1522875.00","Full-time","Onsite"
746,"Software Engineer","HCLTech","Hyderabad",5,"Node.js, SQL, Tableau","1020231.00","1225956.00","Internship","Remote"
747,"ML Engineer","HCLTech","Delhi NCR",15,"Power BI, Docker, Azure","2215108.00","2535462.00","Internship","Remote"
748,"Cloud Engineer","Accenture","Mumbai",6,"React, Python, Azure","1540113.00","1749054.00","Full-time","Remote"
749,"Data Analyst","Accenture","Delhi NCR",4,"React, Java, Docker","893380.00","1005021.00","Internship","Onsite"
750,"DevOps Engineer","TCS","Noida",6,"React, Machine Learning, Power BI","1198060.00","1413883.00","Full-time","Remote"
751,"DevOps Engineer","Cognizant","Noida",1,"Power BI, Azure, Docker","953063.00","1155343.00","Contract","Hybrid"
752,"ML Engineer","Wipro","Pune",6,"SQL, Tableau, Azure","1653521.00","1900615.00","Contract","Remote"
753,"Business Analyst","Cognizant","Hyderabad",11,"Node.js, Power BI, Docker","624893.00","802445.00","Full-time","Onsite"
754,"Cybersecurity Analyst","TCS","Hyderabad",8,"Kubernetes, Tableau, Power BI","1212327.00","1429315.00","Contract","Hybrid"
755,"Frontend Developer","TCS","Pune",6,"Python, Tableau, Azure","717228.00","981550.00","Contract","Remote"
756,"DevOps Engineer","HCLTech","Delhi NCR",11,"React, AWS, Docker","800246.00","1044734.00","Internship","Hybrid"
757,"Cybersecurity Analyst","Tech Mahindra","Kolkata",8,"AWS, Power BI, Python","1049099.00","1433659.00","Contract","Hybrid"
758,"Frontend Developer","Capgemini","Delhi NCR",8,"Node.js, Tableau, AWS","697364.00","892002.00","Internship","Onsite"
759,"Cybersecurity Analyst","Zoho","Kolkata",4,"AWS, Kubernetes, SQL","821374.00","1140988.00","Internship","Hybrid"
760,"Cloud Engineer","Capgemini","Chennai",5,"AWS, Machine Learning, Node.js","1574830.00","1784070.00","Contract","Remote"
761,"Backend Developer","Infosys","Bangalore",10,"Java, React, Node.js","888079.00","1035136.00","Contract","Onsite"
762,"Business Analyst","Tech Mahindra","Bangalore",13,"Java, SQL, Kubernetes","845370.00","957151.00","Contract","Remote"
763,"Data Scientist","Wipro","Pune",8,"Machine Learning, Power BI, AWS","1163226.00","1296457.00","Internship","Remote"
764,"ML Engineer","Zoho","Chennai",15,"Power BI, Node.js, Machine Learning","1002841.00","1307262.00","Contract","Hybrid"
765,"Cybersecurity Analyst","Zoho","Delhi NCR",5,"React, Tableau, Docker","1195660.00","1594033.00","Contract","Onsite"
766,"Cybersecurity Analyst","Accenture","Mumbai",9,"Power BI, React, Python","813569.00","1113562.00","Contract","Onsite"
767,"Business Analyst","TCS","Pune",14,"React, AWS, Java","528650.00","830692.00","Internship","Hybrid"
768,"Cybersecurity Analyst","Tech Mahindra","Mumbai",12,"Kubernetes, Power BI, Python","1551938.00","1656444.00","Full-time","Remote"
769,"Data Analyst","HCLTech","Bangalore",3,"Azure, Java, Docker","474428.00","707153.00","Contract","Onsite"
770,"Data Scientist","Tech Mahindra","Hyderabad",7,"Azure, Tableau, React","2184669.00","2464932.00","Internship","Remote"
771,"Data Scientist","Wipro","Pune",11,"Tableau, Python, Node.js","925977.00","1085044.00","Full-time","Onsite"
772,"DevOps Engineer","Tech Mahindra","Noida",12,"Power BI, Azure, AWS","1486899.00","1635199.00","Contract","Onsite"
773,"Frontend Developer","Capgemini","Hyderabad",9,"Java, Node.js, Tableau","1128666.00","1420341.00","Full-time","Hybrid"
774,"Data Analyst","Tech Mahindra","Pune",13,"SQL, React, Docker","564369.00","835226.00","Contract","Onsite"
775,"Frontend Developer","Flipkart","Kolkata",13,"Docker, SQL, React","932017.00","1158407.00","Internship","Hybrid"
776,"Data Scientist","Infosys","Bangalore",4,"Node.js, React, Kubernetes","1994301.00","2385270.00","Full-time","Onsite"
777,"Backend Developer","Flipkart","Kolkata",0,"SQL, Docker, Machine Learning","1049132.00","1209463.00","Full-time","Remote"
778,"Frontend Developer","Wipro","Kolkata",15,"Java, Node.js, React","894592.00","1251163.00","Full-time","Hybrid"
779,"Backend Developer","Zoho","Pune",12,"Azure, SQL, AWS","527169.00","866437.00","Contract","Onsite"
780,"Business Analyst","TCS","Chennai",6,"Tableau, Java, Docker","966179.00","1303579.00","Contract","Onsite"
781,"Data Scientist","Flipkart","Chennai",15,"Azure, Tableau, Power BI","2119209.00","2463514.00","Full-time","Onsite"
782,"DevOps Engineer","Capgemini","Noida",5,"Docker, Python, Node.js","1547604.00","1796720.00","Contract","Remote"
783,"Cloud Engineer","Cognizant","Hyderabad",9,"Java, Docker, AWS","1494865.00","1732182.00","Contract","Onsite"
784,"Business Analyst","Flipkart","Noida",12,"AWS, Power BI, React","561890.00","817388.00","Internship","Remote"
785,"Data Scientist","Accenture","Bangalore",9,"Node.js, Azure, Kubernetes","1172608.00","1427251.00","Full-time","Onsite"
786,"ML Engineer","Accenture","Delhi NCR",14,"Python, Azure, AWS","1590623.00","1757547.00","Full-time","Remote"
787,"DevOps Engineer","Zoho","Delhi NCR",9,"SQL, AWS, Docker","1540315.00","1680661.00","Full-time","Onsite"
788,"Data Scientist","Tech Mahindra","Mumbai",5,"React, Docker, Kubernetes","1935322.00","2255249.00","Full-time","Onsite"
789,"Data Analyst","Tech Mahindra","Delhi NCR",14,"Java, Docker, Kubernetes","966774.00","1172221.00","Full-time","Remote"
790,"Frontend Developer","HCLTech","Mumbai",9,"React, Tableau, AWS","1118217.00","1253514.00","Full-time","Onsite"
791,"Business Analyst","HCLTech","Kolkata",10,"Docker, SQL, Machine Learning","957216.00","1242444.00","Contract","Onsite"
792,"DevOps Engineer","Capgemini","Pune",14,"Docker, Tableau, Java","921969.00","1211187.00","Full-time","Remote"
793,"Cybersecurity Analyst","Capgemini","Chennai",8,"AWS, Power BI, Kubernetes","1499774.00","1662748.00","Full-time","Onsite"
794,"Backend Developer","Wipro","Pune",9,"Java, Python, Machine Learning","1276104.00","1654760.00","Internship","Onsite"
795,"Data Analyst","HCLTech","Bangalore",6,"SQL, AWS, Azure","915057.00","1187362.00","Contract","Hybrid"
796,"Frontend Developer","Wipro","Chennai",1,"Power BI, Docker, Node.js","653973.00","785480.00","Internship","Remote"
797,"Frontend Developer","Capgemini","Bangalore",1,"SQL, Kubernetes, Tableau","487394.00","821012.00","Full-time","Onsite"
798,"Cybersecurity Analyst","TCS","Bangalore",10,"Tableau, Node.js, Java","1496090.00","1675356.00","Full-time","Onsite"
799,"Business Analyst","HCLTech","Pune",11,"Machine Learning, Azure, Java","595470.00","973420.00","Internship","Onsite"
800,"ML Engineer","Tech Mahindra","Chennai",8,"Azure, Node.js, Machine Learning","2156386.00","2498042.00","Full-time","Hybrid"
801,"Cybersecurity Analyst","Accenture","Bangalore",1,"Docker, React, AWS","642858.00","988379.00","Internship","Onsite"
802,"Data Analyst","HCLTech","Chennai",7,"Python, Machine Learning, React","959718.00","1305335.00","Full-time","Remote"
803,"Software Engineer","Flipkart","Chennai",7,"Node.js, React, Machine Learning","854519.00","1087683.00","Contract","Remote"
804,"Data Analyst","Zoho","Noida",14,"Node.js, Azure, Python","751104.00","1141770.00","Contract","Remote"
805,"Cloud Engineer","Capgemini","Mumbai",9,"Python, Docker, Tableau","1616544.00","1892947.00","Contract","Hybrid"
806,"Cloud Engineer","Zoho","Mumbai",1,"Power BI, React, Python","1631708.00","1899330.00","Full-time","Hybrid"
807,"Cloud Engineer","HCLTech","Chennai",1,"AWS, Machine Learning, Azure","1645198.00","1854665.00","Contract","Hybrid"
808,"DevOps Engineer","Zoho","Hyderabad",13,"Tableau, Python, AWS","1723612.00","1910293.00","Contract","Hybrid"
809,"Data Analyst","Infosys","Bangalore",6,"Power BI, Azure, AWS","593815.00","813577.00","Full-time","Onsite"
810,"Software Engineer","Accenture","Pune",15,"Kubernetes, Node.js, Tableau","894782.00","1280614.00","Full-time","Remote"
811,"ML Engineer","Infosys","Delhi NCR",13,"Kubernetes, AWS, SQL","1884335.00","2122245.00","Internship","Onsite"
812,"DevOps Engineer","TCS","Noida",5,"Java, Tableau, Machine Learning","1319927.00","1578368.00","Internship","Onsite"
813,"Data Analyst","Accenture","Noida",0,"Tableau, Docker, Node.js","641774.00","782967.00","Full-time","Onsite"
814,"Business Analyst","Zoho","Hyderabad",14,"Python, SQL, Tableau","740312.00","993583.00","Internship","Onsite"
815,"Data Scientist","Infosys","Delhi NCR",7,"Power BI, AWS, React","943934.00","1174374.00","Internship","Onsite"
816,"Frontend Developer","TCS","Mumbai",2,"Node.js, SQL, Docker","458703.00","579265.00","Full-time","Remote"
817,"Backend Developer","HCLTech","Chennai",8,"React, SQL, Docker","1057856.00","1172891.00","Full-time","Onsite"
818,"Backend Developer","Wipro","Pune",13,"Node.js, Docker, Power BI","551650.00","700940.00","Contract","Onsite"
819,"ML Engineer","Zoho","Noida",12,"Azure, SQL, Java","1848365.00","2208451.00","Internship","Hybrid"
820,"Business Analyst","Flipkart","Noida",0,"Java, Tableau, Power BI","1131966.00","1518788.00","Full-time","Onsite"
821,"Data Scientist","Zoho","Bangalore",11,"Node.js, Tableau, Python","1437413.00","1646303.00","Internship","Hybrid"
822,"DevOps Engineer","TCS","Chennai",3,"Machine Learning, Azure, Java","1097936.00","1291517.00","Contract","Remote"
823,"Data Analyst","Accenture","Hyderabad",3,"Azure, Python, SQL","947291.00","1165413.00","Full-time","Hybrid"
824,"Cybersecurity Analyst","Zoho","Bangalore",8,"Tableau, Power BI, Azure","1235902.00","1626473.00","Contract","Remote"
825,"DevOps Engineer","Accenture","Hyderabad",5,"Docker, Tableau, Azure","929604.00","1206682.00","Contract","Hybrid"
826,"Business Analyst","TCS","Delhi NCR",11,"Node.js, React, Tableau","701056.00","842717.00","Internship","Hybrid"
827,"DevOps Engineer","HCLTech","Kolkata",8,"Docker, Java, Machine Learning","1739541.00","1956461.00","Full-time","Remote"
828,"Cybersecurity Analyst","TCS","Bangalore",14,"Power BI, Node.js, Kubernetes","854803.00","1029820.00","Full-time","Hybrid"
829,"Cloud Engineer","Accenture","Chennai",3,"Azure, Docker, React","914366.00","1038539.00","Internship","Onsite"
830,"Software Engineer","Capgemini","Chennai",12,"Tableau, Python, Machine Learning","684120.00","899175.00","Contract","Onsite"
831,"Cloud Engineer","Accenture","Mumbai",15,"Java, Node.js, Azure","1073605.00","1204271.00","Internship","Onsite"
832,"Software Engineer","Zoho","Chennai",5,"Power BI, SQL, Tableau","637875.00","1018528.00","Internship","Remote"
833,"Backend Developer","Capgemini","Delhi NCR",12,"Docker, Kubernetes, AWS","873088.00","1027879.00","Contract","Remote"
834,"Data Analyst","Accenture","Mumbai",2,"Java, AWS, Node.js","620784.00","930131.00","Full-time","Remote"
835,"Business Analyst","Cognizant","Pune",2,"Docker, Kubernetes, AWS","849266.00","1114866.00","Contract","Onsite"
836,"Data Analyst","Cognizant","Bangalore",6,"Node.js, SQL, Tableau","830525.00","1196349.00","Full-time","Onsite"
837,"Frontend Developer","Zoho","Noida",8,"Power BI, Docker, AWS","815241.00","977761.00","Internship","Onsite"
838,"DevOps Engineer","Capgemini","Hyderabad",14,"Docker, Java, Azure","1207113.00","1429021.00","Contract","Onsite"
839,"Data Scientist","HCLTech","Pune",14,"Power BI, AWS, Machine Learning","1847918.00","2192051.00","Contract","Remote"
840,"Data Scientist","Zoho","Chennai",15,"SQL, React, AWS","2174635.00","2439635.00","Full-time","Remote"
841,"Frontend Developer","Cognizant","Delhi NCR",4,"Kubernetes, Python, Machine Learning","757636.00","876676.00","Full-time","Remote"
842,"Cybersecurity Analyst","Infosys","Kolkata",11,"AWS, Azure, Machine Learning","1415708.00","1610657.00","Internship","Remote"
843,"Data Scientist","Accenture","Chennai",11,"Python, Java, Node.js","1504820.00","1643360.00","Full-time","Onsite"
844,"DevOps Engineer","Tech Mahindra","Pune",2,"Machine Learning, React, Docker","1795132.00","1943816.00","Full-time","Hybrid"
845,"Business Analyst","TCS","Bangalore",15,"Java, AWS, Power BI","651951.00","839805.00","Full-time","Onsite"
846,"ML Engineer","Zoho","Kolkata",7,"Python, Machine Learning, AWS","1676052.00","1854453.00","Contract","Onsite"
847,"ML Engineer","Tech Mahindra","Mumbai",8,"Docker, Python, Java","1404133.00","1754872.00","Internship","Onsite"
848,"ML Engineer","Accenture","Bangalore",1,"Java, React, AWS","1716436.00","2097530.00","Internship","Remote"
849,"Backend Developer","TCS","Noida",14,"Power BI, Python, Kubernetes","531331.00","670457.00","Contract","Onsite"
850,"Software Engineer","Wipro","Noida",11,"Java, React, Docker","1193371.00","1385904.00","Full-time","Remote"
851,"Backend Developer","Capgemini","Kolkata",6,"AWS, Power BI, Java","1407346.00","1625390.00","Contract","Onsite"
852,"Business Analyst","Tech Mahindra","Kolkata",5,"Power BI, AWS, Docker","613204.00","845665.00","Contract","Remote"
853,"Cybersecurity Analyst","Accenture","Pune",7,"Docker, Java, AWS","1037751.00","1422709.00","Full-time","Onsite"
854,"Cybersecurity Analyst","Cognizant","Mumbai",5,"Java, SQL, Azure","1458582.00","1735008.00","Contract","Onsite"
855,"Data Analyst","Cognizant","Bangalore",0,"Power BI, Node.js, SQL","779319.00","978745.00","Full-time","Onsite"
856,"DevOps Engineer","TCS","Bangalore",12,"Machine Learning, Node.js, React","1135649.00","1442259.00","Full-time","Onsite"
857,"Software Engineer","Accenture","Mumbai",10,"SQL, Kubernetes, Power BI","513978.00","718259.00","Contract","Hybrid"
858,"Data Scientist","Flipkart","Noida",15,"SQL, Azure, AWS","1397822.00","1692144.00","Internship","Hybrid"
859,"Business Analyst","Tech Mahindra","Delhi NCR",11,"Node.js, SQL, React","1067993.00","1382736.00","Full-time","Onsite"
860,"Frontend Developer","Accenture","Pune",2,"Machine Learning, SQL, Azure","766625.00","945672.00","Full-time","Remote"
861,"DevOps Engineer","TCS","Kolkata",7,"Azure, AWS, SQL","1416255.00","1707510.00","Internship","Hybrid"
862,"Data Scientist","TCS","Mumbai",13,"Kubernetes, Power BI, Python","1185284.00","1432437.00","Full-time","Hybrid"
863,"Data Scientist","Wipro","Bangalore",6,"Machine Learning, SQL, Node.js","1003919.00","1136611.00","Internship","Remote"
864,"Cloud Engineer","HCLTech","Hyderabad",9,"Power BI, SQL, Kubernetes","1558002.00","1756854.00","Contract","Remote"
865,"ML Engineer","Cognizant","Hyderabad",8,"SQL, AWS, Python","1427468.00","1568151.00","Internship","Hybrid"
866,"Cloud Engineer","Accenture","Mumbai",2,"AWS, Power BI, Python","1083135.00","1478484.00","Full-time","Onsite"
867,"Data Analyst","Tech Mahindra","Noida",3,"Node.js, Azure, AWS","566842.00","721722.00","Full-time","Remote"
868,"Software Engineer","HCLTech","Delhi NCR",8,"Docker, Kubernetes, Tableau","559923.00","775244.00","Contract","Hybrid"
869,"DevOps Engineer","TCS","Hyderabad",8,"Power BI, Node.js, Azure","1663650.00","1777802.00","Internship","Remote"
870,"Data Analyst","Cognizant","Kolkata",15,"Machine Learning, Tableau, SQL","997185.00","1225679.00","Contract","Onsite"
871,"Software Engineer","Capgemini","Noida",14,"Kubernetes, Azure, AWS","595413.00","801739.00","Full-time","Hybrid"
872,"Data Analyst","HCLTech","Mumbai",5,"Power BI, Kubernetes, SQL","763178.00","1004039.00","Full-time","Hybrid"
873,"Frontend Developer","Infosys","Pune",2,"React, Tableau, Machine Learning","731928.00","1121900.00","Internship","Remote"
874,"ML Engineer","Capgemini","Chennai",9,"Docker, Machine Learning, React","1208489.00","1448626.00","Contract","Onsite"
875,"DevOps Engineer","Flipkart","Delhi NCR",14,"SQL, Machine Learning, AWS","777034.00","1152369.00","Internship","Remote"
876,"Software Engineer","Accenture","Kolkata",4,"Machine Learning, AWS, Java","1456926.00","1780281.00","Full-time","Hybrid"
877,"Software Engineer","Cognizant","Bangalore",14,"Python, Azure, Power BI","974650.00","1358744.00","Full-time","Remote"
878,"Data Scientist","HCLTech","Hyderabad",0,"Tableau, React, Node.js","1990597.00","2359832.00","Internship","Remote"
879,"DevOps Engineer","Tech Mahindra","Hyderabad",3,"Java, Python, Tableau","991770.00","1219849.00","Contract","Onsite"
880,"Backend Developer","Cognizant","Chennai",12,"Docker, Tableau, Python","1459239.00","1702678.00","Full-time","Hybrid"
881,"Cloud Engineer","Wipro","Bangalore",8,"Tableau, Machine Learning, SQL","1618660.00","1802119.00","Contract","Hybrid"
882,"Business Analyst","Tech Mahindra","Delhi NCR",7,"Tableau, AWS, Docker","524005.00","752653.00","Internship","Hybrid"
883,"Cybersecurity Analyst","HCLTech","Hyderabad",3,"AWS, Machine Learning, Kubernetes","1659758.00","2059421.00","Contract","Remote"
884,"Cybersecurity Analyst","Tech Mahindra","Mumbai",14,"Power BI, Node.js, Machine Learning","1076579.00","1448304.00","Full-time","Hybrid"
885,"DevOps Engineer","Zoho","Bangalore",2,"Java, Node.js, Python","1573348.00","1803680.00","Internship","Remote"
886,"Business Analyst","Accenture","Kolkata",12,"Kubernetes, SQL, Tableau","543466.00","716438.00","Contract","Onsite"
887,"Cloud Engineer","Capgemini","Mumbai",8,"Docker, React, Python","1551764.00","1863760.00","Full-time","Onsite"
888,"Cloud Engineer","Wipro","Chennai",6,"React, Docker, Azure","1376152.00","1658116.00","Internship","Onsite"
889,"Business Analyst","Zoho","Noida",5,"Java, Machine Learning, SQL","507516.00","895047.00","Full-time","Hybrid"
890,"DevOps Engineer","Accenture","Delhi NCR",10,"SQL, Machine Learning, Node.js","1737427.00","2007754.00","Internship","Onsite"
891,"Frontend Developer","TCS","Chennai",7,"Node.js, React, Docker","999251.00","1391982.00","Contract","Remote"
892,"Data Analyst","Capgemini","Kolkata",14,"Docker, SQL, Azure","769461.00","885053.00","Full-time","Onsite"
893,"Data Scientist","HCLTech","Delhi NCR",3,"Kubernetes, Python, Node.js","1207028.00","1367009.00","Full-time","Hybrid"
894,"ML Engineer","Cognizant","Pune",4,"Power BI, AWS, Kubernetes","1496288.00","1716963.00","Internship","Remote"
895,"Frontend Developer","Cognizant","Kolkata",14,"Node.js, Kubernetes, React","951671.00","1055332.00","Internship","Remote"
896,"ML Engineer","HCLTech","Pune",12,"Azure, Docker, SQL","1790377.00","2133765.00","Internship","Remote"
897,"Business Analyst","Accenture","Mumbai",4,"Python, Java, Tableau","764357.00","975441.00","Contract","Remote"
898,"DevOps Engineer","Flipkart","Mumbai",4,"Python, Kubernetes, Azure","1410685.00","1804969.00","Internship","Hybrid"
899,"Cloud Engineer","Zoho","Chennai",0,"Python, React, Docker","966951.00","1079803.00","Contract","Remote"
900,"Backend Developer","Flipkart","Kolkata",1,"SQL, Power BI, AWS","774264.00","1140714.00","Contract","Remote"
901,"Data Scientist","Wipro","Mumbai",14,"SQL, Machine Learning, Kubernetes","1491898.00","1624413.00","Contract","Remote"
902,"Cloud Engineer","Flipkart","Hyderabad",12,"Docker, Tableau, Node.js","1309480.00","1463515.00","Contract","Hybrid"
903,"Software Engineer","Flipkart","Pune",8,"Tableau, AWS, Azure","1081913.00","1383792.00","Full-time","Hybrid"
904,"Cloud Engineer","Zoho","Pune",3,"Tableau, SQL, Docker","1683005.00","1792525.00","Contract","Onsite"
905,"Business Analyst","Zoho","Noida",3,"Power BI, SQL, Node.js","771282.00","882196.00","Contract","Hybrid"
906,"Software Engineer","Zoho","Bangalore",5,"React, Kubernetes, SQL","1041037.00","1193949.00","Full-time","Remote"
907,"Business Analyst","Tech Mahindra","Pune",6,"Python, Tableau, Azure","1087942.00","1192549.00","Contract","Hybrid"
908,"Business Analyst","Wipro","Chennai",8,"AWS, Python, Java","596734.00","753724.00","Full-time","Onsite"
909,"Data Analyst","Capgemini","Mumbai",5,"AWS, Docker, SQL","987104.00","1348475.00","Contract","Onsite"
910,"Cybersecurity Analyst","Infosys","Pune",14,"Kubernetes, Python, Docker","882642.00","1135882.00","Internship","Hybrid"
911,"Business Analyst","HCLTech","Pune",13,"Python, Azure, Java","729796.00","985177.00","Internship","Remote"
912,"DevOps Engineer","Tech Mahindra","Hyderabad",7,"AWS, Node.js, Power BI","1613873.00","1913867.00","Full-time","Onsite"
913,"DevOps Engineer","HCLTech","Kolkata",15,"Tableau, Machine Learning, Kubernetes","980973.00","1349571.00","Contract","Remote"
914,"Frontend Developer","Tech Mahindra","Delhi NCR",1,"Power BI, Python, Docker","775416.00","1045957.00","Contract","Onsite"
915,"Software Engineer","HCLTech","Hyderabad",2,"Power BI, Azure, SQL","1567359.00","1844441.00","Internship","Hybrid"
916,"Frontend Developer","TCS","Pune",14,"Machine Learning, Power BI, Azure","822252.00","1107095.00","Internship","Hybrid"
917,"Cybersecurity Analyst","HCLTech","Kolkata",2,"Java, Node.js, React","1565670.00","1824008.00","Full-time","Remote"
918,"ML Engineer","Wipro","Chennai",3,"Java, React, Docker","1447487.00","1755420.00","Full-time","Onsite"
919,"Backend Developer","Accenture","Mumbai",4,"Python, SQL, AWS","574957.00","698296.00","Contract","Onsite"
920,"Data Scientist","TCS","Delhi NCR",14,"React, Docker, Power BI","1422608.00","1726603.00","Full-time","Onsite"
921,"DevOps Engineer","Flipkart","Mumbai",4,"Machine Learning, Power BI, Azure","1069420.00","1206614.00","Contract","Remote"
922,"Cloud Engineer","Flipkart","Hyderabad",0,"Java, Docker, Tableau","1338297.00","1552211.00","Full-time","Hybrid"
923,"Data Scientist","HCLTech","Pune",10,"Kubernetes, AWS, React","2130415.00","2480117.00","Internship","Hybrid"
924,"Business Analyst","TCS","Noida",6,"Docker, Machine Learning, Tableau","1088876.00","1224793.00","Contract","Remote"
